Kind,Name,File,AvgCountLine,AvgCountLineBlank,AvgCountLineCode,AvgCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgCyclomaticStrictModified,AvgEssential,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountPath,CountPathLog,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,CyclomaticStrictModified,Essential,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxCyclomaticStrictModified,MaxEssential,MaxInheritanceTree,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumCyclomaticStrictModified,SumEssential,BaseFile,composite_key
Class,235408.PluginManager,human/235408.py,14.0,1.0,9.0,4.0,3.0,3.0,3.0,3.0,2.0,0.0,7.0,0.0,0.0,,,,,15.0,6.0,15.0,15.0,226.0,28.0,139.0,57.0,122.0,59.0,,,132.0,55.0,115.0,,,,,,11.0,11.0,13.0,13.0,4.0,0.0,5.0,0.42,46.0,46.0,51.0,51.0,24.0,235408.py,235408.PluginManager:::235408.py
Class,235409.RedisCache,human/235409.py,8.0,0.0,6.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,,,,,20.0,8.0,20.0,20.0,200.0,25.0,121.0,55.0,100.0,54.0,,,118.0,53.0,97.0,,,,,,4.0,4.0,6.0,6.0,1.0,0.0,3.0,0.45,38.0,38.0,42.0,42.0,20.0,235409.py,235409.RedisCache:::235409.py
Class,235411.ThemeManager,human/235411.py,10.0,0.0,8.0,2.0,3.0,3.0,3.0,3.0,1.0,0.0,8.0,0.0,0.0,,,,,1.0,0.0,16.0,16.0,201.0,21.0,152.0,70.0,118.0,28.0,,,132.0,51.0,114.0,,,,,,8.0,8.0,8.0,8.0,5.0,0.0,4.0,0.18,45.0,45.0,48.0,48.0,23.0,235411.py,235411.ThemeManager:::235411.py
Class,235412.WorkbenchCache,human/235412.py,6.0,0.0,5.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,5.0,0.0,0.0,,,,,12.0,4.0,12.0,12.0,87.0,13.0,62.0,26.0,49.0,12.0,,,56.0,25.0,43.0,,,,,,3.0,3.0,4.0,4.0,3.0,0.0,2.0,0.19,22.0,22.0,23.0,23.0,14.0,235412.py,235412.WorkbenchCache:::235412.py
Class,235413.WorkbenchEventBridge,human/235413.py,8.0,0.0,7.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,,,,,6.0,4.0,6.0,6.0,52.0,6.0,44.0,22.0,37.0,2.0,,,43.0,21.0,36.0,,,,,,4.0,4.0,4.0,4.0,4.0,0.0,2.0,0.05,11.0,11.0,11.0,11.0,9.0,235413.py,235413.WorkbenchEventBridge:::235413.py
Class,23546.WindowsSocketHandle,human/23546.py,5.0,0.0,5.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,0.0,0.0,,,,,10.0,0.0,11.0,11.0,68.0,11.0,57.0,27.0,44.0,0.0,,,55.0,26.0,43.0,,,,,,3.0,3.0,3.0,3.0,3.0,0.0,2.0,0.0,17.0,17.0,17.0,17.0,15.0,23546.py,23546.WindowsSocketHandle:::23546.py
Class,235496.NumberPattern,human/235496.py,10.0,0.0,10.0,1.0,5.0,5.0,6.0,6.0,4.0,0.0,1.0,0.0,0.0,,,,,8.0,2.0,8.0,8.0,115.0,10.0,97.0,36.0,81.0,13.0,,,88.0,30.0,78.0,,,,,,21.0,21.0,29.0,29.0,19.0,0.0,4.0,0.13,42.0,42.0,50.0,50.0,34.0,235496.py,235496.NumberPattern:::235496.py
Class,235551.DataPackage,human/235551.py,19.0,0.0,19.0,0.0,6.0,6.0,9.0,9.0,1.0,0.0,1.0,0.0,0.0,,,,,2.0,2.0,2.0,2.0,41.0,2.0,39.0,13.0,35.0,0.0,,,36.0,13.0,32.0,,,,,,8.0,8.0,11.0,11.0,1.0,0.0,2.0,0.0,12.0,12.0,18.0,18.0,2.0,235551.py,235551.DataPackage:::235551.py
Class,235552.Triple,human/235552.py,10.0,1.0,9.0,1.0,5.0,5.0,6.0,6.0,1.0,0.0,0.0,0.0,0.0,,,,,1.0,0.0,2.0,2.0,30.0,3.0,22.0,13.0,18.0,5.0,,,21.0,12.0,18.0,,,,,,8.0,8.0,9.0,9.0,1.0,0.0,1.0,0.23,10.0,10.0,11.0,11.0,2.0,235552.py,235552.Triple:::235552.py
Class,235561.Link,human/235561.py,4.0,0.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,,,,,5.0,1.0,5.0,5.0,32.0,7.0,17.0,7.0,11.0,8.0,,,17.0,7.0,11.0,,,,,,4.0,4.0,4.0,4.0,3.0,0.0,2.0,0.47,10.0,10.0,10.0,10.0,7.0,235561.py,235561.Link:::235561.py
Class,235569.DigitalInOut,human/235569.py,8.0,0.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,4.0,0.0,0.0,,,,,11.0,2.0,11.0,11.0,114.0,13.0,70.0,24.0,50.0,31.0,,,53.0,14.0,41.0,,,,,,5.0,5.0,5.0,5.0,5.0,0.0,2.0,0.44,25.0,25.0,26.0,26.0,22.0,235569.py,235569.DigitalInOut:::235569.py
Class,235579.Fetcher,human/235579.py,21.0,1.0,17.0,4.0,4.0,4.0,5.0,5.0,2.0,0.0,9.0,0.0,0.0,,,,,21.0,8.0,24.0,24.0,550.0,38.0,423.0,109.0,384.0,89.0,,,374.0,92.0,349.0,,,,,,23.0,23.0,27.0,27.0,10.0,0.0,7.0,0.21,105.0,105.0,116.0,116.0,49.0,235579.py,235579.Fetcher:::235579.py
Class,235581.BuildFlags,human/235581.py,6.0,0.0,4.0,2.0,6.0,6.0,7.0,7.0,2.0,0.0,2.0,0.0,0.0,,,,,3.0,0.0,3.0,3.0,35.0,3.0,24.0,19.0,20.0,8.0,,,24.0,19.0,20.0,,,,,,13.0,13.0,14.0,14.0,3.0,0.0,2.0,0.33,18.0,18.0,20.0,20.0,5.0,235581.py,235581.BuildFlags:::235581.py
Class,235584.HgRevision,human/235584.py,8.0,0.0,5.0,2.0,2.0,2.0,3.0,3.0,1.0,0.0,2.0,0.0,0.0,,,,,3.0,1.0,3.0,3.0,31.0,4.0,19.0,8.0,13.0,8.0,,,15.0,6.0,11.0,,,,,,5.0,5.0,7.0,7.0,1.0,0.0,1.0,0.42,7.0,7.0,9.0,9.0,3.0,235584.py,235584.HgRevision:::235584.py
Class,235585.Platform,human/235585.py,10.0,0.0,10.0,1.0,4.0,4.0,5.0,5.0,2.0,0.0,2.0,0.0,0.0,,,,,2.0,3.0,3.0,3.0,39.0,3.0,33.0,17.0,28.0,3.0,,,32.0,16.0,28.0,,,,,,5.0,5.0,7.0,7.0,3.0,0.0,3.0,0.09,12.0,12.0,15.0,15.0,5.0,235585.py,235585.Platform:::235585.py
Class,23565.Encoder,human/23565.py,9.0,0.0,8.0,1.0,4.0,4.0,4.0,4.0,2.0,0.0,7.0,0.0,0.0,,,,,3.0,3.0,3.0,3.0,32.0,3.0,26.0,9.0,22.0,3.0,,,23.0,9.0,19.0,,,,,,6.0,6.0,6.0,6.0,5.0,0.0,2.0,0.12,11.0,11.0,12.0,12.0,7.0,23565.py,23565.Encoder:::23565.py
Class,235709.DSM,human/235709.py,16.0,2.0,7.0,7.0,3.0,3.0,3.0,3.0,1.0,0.0,5.0,0.0,0.0,,,,,14.0,4.0,14.0,14.0,247.0,39.0,101.0,43.0,77.0,107.0,,,90.0,34.0,75.0,,,,,,10.0,10.0,10.0,10.0,1.0,0.0,3.0,1.06,38.0,38.0,38.0,38.0,14.0,235709.py,235709.DSM:::235709.py
Class,235710.Electromobility,human/235710.py,28.0,3.0,12.0,12.0,4.0,4.0,4.0,4.0,2.0,0.0,8.0,0.0,0.0,,,,,22.0,6.0,22.0,22.0,660.0,96.0,289.0,112.0,251.0,275.0,,,265.0,96.0,242.0,,,,,,15.0,15.0,18.0,18.0,6.0,0.0,6.0,0.95,86.0,86.0,91.0,91.0,35.0,235710.py,235710.Electromobility:::235710.py
Class,235714.HeatPump,human/235714.py,27.0,3.0,8.0,15.0,3.0,3.0,3.0,3.0,1.0,0.0,4.0,0.0,0.0,,,,,16.0,3.0,16.0,16.0,456.0,72.0,142.0,64.0,118.0,242.0,,,124.0,56.0,107.0,,,,,,10.0,10.0,12.0,12.0,5.0,0.0,3.0,1.7,47.0,47.0,50.0,50.0,22.0,235714.py,235714.HeatPump:::235714.py
Class,235715.OverlyingGrid,human/235715.py,22.0,2.0,11.0,9.0,4.0,4.0,4.0,4.0,2.0,0.0,1.0,0.0,0.0,,,,,6.0,10.0,6.0,6.0,173.0,20.0,68.0,32.0,60.0,85.0,,,63.0,30.0,56.0,,,,,,6.0,6.0,6.0,6.0,4.0,0.0,3.0,1.25,22.0,22.0,22.0,22.0,9.0,235715.py,235715.OverlyingGrid:::235715.py
Class,235724.OPFResults,human/235724.py,33.0,2.0,19.0,12.0,6.0,6.0,7.0,7.0,1.0,0.0,3.0,0.0,0.0,,,,,3.0,10.0,3.0,3.0,102.0,9.0,57.0,29.0,53.0,36.0,,,52.0,28.0,48.0,,,,,,10.0,10.0,13.0,13.0,1.0,0.0,6.0,0.63,18.0,18.0,22.0,22.0,3.0,235724.py,235724.OPFResults:::235724.py
Class,235725.Config,human/235725.py,12.0,1.0,7.0,4.0,2.0,2.0,2.0,2.0,1.0,0.0,9.0,0.0,0.0,,,,,16.0,2.0,16.0,16.0,279.0,42.0,117.0,49.0,96.0,120.0,,,108.0,42.0,91.0,,,,,,9.0,9.0,9.0,9.0,4.0,0.0,3.0,1.03,34.0,34.0,34.0,34.0,19.0,235725.py,235725.Config:::235725.py
Class,23573.SocketBuffer,human/23573.py,9.0,0.0,8.0,1.0,2.0,2.0,3.0,3.0,2.0,0.0,8.0,0.0,0.0,,,,,10.0,4.0,10.0,10.0,104.0,10.0,82.0,33.0,71.0,12.0,,,81.0,32.0,70.0,,,,,,10.0,10.0,13.0,13.0,8.0,0.0,3.0,0.15,24.0,24.0,28.0,28.0,17.0,23573.py,23573.SocketBuffer:::23573.py
Class,235731.Config,human/235731.py,8.0,0.0,8.0,0.0,2.0,2.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,,,,,6.0,0.0,7.0,7.0,70.0,7.0,61.0,20.0,50.0,2.0,,,53.0,17.0,45.0,,,,,,8.0,8.0,8.0,8.0,1.0,0.0,1.0,0.03,17.0,17.0,18.0,18.0,7.0,235731.py,235731.Config:::235731.py
Class,23576.Monitor,human/23576.py,7.0,0.0,7.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,0.0,0.0,,,,,6.0,2.0,6.0,6.0,57.0,6.0,44.0,19.0,37.0,7.0,,,42.0,19.0,35.0,,,,,,4.0,4.0,4.0,4.0,1.0,0.0,1.0,0.16,12.0,12.0,12.0,12.0,6.0,23576.py,23576.Monitor:::23576.py
Class,235781.Cowan,human/235781.py,9.0,0.0,9.0,0.0,3.0,3.0,3.0,3.0,1.0,0.0,4.0,0.0,0.0,,,,,9.0,3.0,10.0,10.0,118.0,11.0,102.0,46.0,86.0,5.0,,,97.0,40.0,85.0,,,,,,15.0,15.0,16.0,16.0,1.0,0.0,6.0,0.05,30.0,30.0,32.0,32.0,11.0,235781.py,235781.Cowan:::235781.py
Class,23579.PubSub,human/23579.py,11.0,0.0,8.0,3.0,3.0,3.0,3.0,3.0,2.0,0.0,8.0,0.0,0.0,,,,,25.0,13.0,25.0,25.0,326.0,31.0,219.0,77.0,190.0,76.0,,,205.0,73.0,179.0,,,,,,16.0,16.0,17.0,17.0,9.0,0.0,3.0,0.35,76.0,76.0,80.0,80.0,40.0,23579.py,23579.PubSub:::23579.py
Class,23583.ClusterNode,human/23583.py,9.0,0.0,8.0,1.0,2.0,2.0,3.0,3.0,2.0,0.0,8.0,0.0,0.0,,,,,12.0,11.0,12.0,12.0,128.0,13.0,102.0,40.0,89.0,13.0,,,100.0,39.0,87.0,,,,,,6.0,6.0,6.0,6.0,4.0,0.0,3.0,0.13,29.0,29.0,30.0,30.0,19.0,23583.py,23583.ClusterNode:::23583.py
Class,23585.NodesManager,human/23585.py,16.0,0.0,15.0,1.0,5.0,5.0,6.0,6.0,3.0,0.0,9.0,0.0,0.0,,,,,10.0,11.0,10.0,10.0,168.0,10.0,153.0,51.0,142.0,5.0,,,147.0,50.0,136.0,,,,,,21.0,21.0,24.0,24.0,14.0,0.0,6.0,0.03,49.0,49.0,55.0,55.0,30.0,23585.py,23585.NodesManager:::23585.py
Class,235872.ApiDoc,human/235872.py,14.0,0.0,13.0,1.0,4.0,4.0,4.0,4.0,1.0,0.0,4.0,0.0,0.0,,,,,10.0,3.0,10.0,10.0,153.0,10.0,130.0,37.0,119.0,13.0,,,125.0,37.0,114.0,,,,,,12.0,12.0,13.0,13.0,3.0,0.0,2.0,0.1,35.0,35.0,36.0,36.0,12.0,235872.py,235872.ApiDoc:::235872.py
Class,235873.Config,human/235873.py,10.0,0.0,8.0,2.0,3.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,,,,,3.0,0.0,3.0,3.0,35.0,3.0,24.0,8.0,20.0,8.0,,,23.0,8.0,19.0,,,,,,4.0,4.0,4.0,4.0,1.0,0.0,2.0,0.33,9.0,9.0,10.0,10.0,3.0,235873.py,235873.Config:::235873.py
Class,235874.Source,human/235874.py,11.0,0.0,10.0,2.0,4.0,4.0,5.0,5.0,1.0,0.0,5.0,0.0,0.0,,,,,17.0,0.0,17.0,17.0,210.0,17.0,165.0,50.0,147.0,28.0,,,152.0,50.0,134.0,,,,,,10.0,10.0,10.0,10.0,4.0,0.0,3.0,0.17,76.0,76.0,77.0,77.0,23.0,235874.py,235874.Source:::235874.py
Class,235882.Root,human/235882.py,15.0,0.0,13.0,2.0,5.0,5.0,13.0,13.0,1.0,0.0,0.0,0.0,0.0,,,,,1.0,0.0,1.0,1.0,19.0,1.0,14.0,5.0,12.0,4.0,,,14.0,5.0,12.0,,,,,,5.0,5.0,13.0,13.0,1.0,0.0,2.0,0.29,5.0,5.0,13.0,13.0,1.0,235882.py,235882.Root:::235882.py
Class,235884.RootDto,human/235884.py,17.0,0.0,16.0,1.0,6.0,6.0,6.0,6.0,1.0,0.0,0.0,0.0,0.0,,,,,2.0,0.0,2.0,2.0,38.0,2.0,32.0,14.0,29.0,4.0,,,30.0,14.0,27.0,,,,,,8.0,8.0,8.0,8.0,1.0,0.0,4.0,0.13,12.0,12.0,12.0,12.0,2.0,235884.py,235884.RootDto:::235884.py
Class,235887.Template,human/235887.py,10.0,0.0,8.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,1.0,0.0,1.0,1.0,14.0,1.0,9.0,5.0,7.0,4.0,,,9.0,5.0,7.0,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.44,1.0,1.0,1.0,1.0,1.0,235887.py,235887.Template:::235887.py
Class,235888.CallbackHandler,human/235888.py,3.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,2.0,1.0,2.0,2.0,11.0,2.0,5.0,4.0,2.0,4.0,,,5.0,4.0,2.0,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.8,2.0,2.0,2.0,2.0,2.0,235888.py,235888.CallbackHandler:::235888.py
Class,235912.Root,human/235912.py,8.0,0.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,,,,,1.0,4.0,1.0,1.0,12.0,1.0,7.0,6.0,5.0,4.0,,,7.0,6.0,5.0,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.57,1.0,1.0,1.0,1.0,1.0,235912.py,235912.Root:::235912.py
Class,235915.TypeFormat,human/235915.py,6.0,0.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,1.0,3.0,1.0,1.0,10.0,1.0,5.0,5.0,3.0,4.0,,,5.0,5.0,3.0,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.8,1.0,1.0,1.0,1.0,1.0,235915.py,235915.TypeFormat:::235915.py
Class,235943.TypeFormat,human/235943.py,6.0,0.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,,,,,1.0,2.0,1.0,1.0,10.0,1.0,5.0,4.0,3.0,4.0,,,5.0,4.0,3.0,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.8,1.0,1.0,1.0,1.0,1.0,235943.py,235943.TypeFormat:::235943.py
Class,235955.Config,human/235955.py,12.0,0.0,10.0,2.0,6.0,6.0,6.0,6.0,5.0,0.0,3.0,0.0,0.0,,,,,2.0,0.0,2.0,2.0,29.0,2.0,21.0,4.0,18.0,6.0,,,20.0,4.0,17.0,,,,,,9.0,9.0,9.0,9.0,8.0,0.0,2.0,0.29,11.0,11.0,11.0,11.0,9.0,235955.py,235955.Config:::235955.py
Class,235956.Extender,human/235956.py,14.0,0.0,12.0,2.0,4.0,4.0,5.0,5.0,2.0,0.0,4.0,0.0,0.0,,,,,9.0,7.0,9.0,9.0,135.0,9.0,106.0,42.0,96.0,20.0,,,99.0,42.0,89.0,,,,,,8.0,8.0,9.0,9.0,4.0,0.0,3.0,0.19,38.0,38.0,41.0,41.0,17.0,235956.py,235956.Extender:::235956.py
Class,235957.Merger,human/235957.py,20.0,0.0,18.0,2.0,8.0,8.0,9.0,9.0,5.0,0.0,5.0,0.0,0.0,,,,,3.0,0.0,3.0,3.0,65.0,3.0,54.0,11.0,50.0,8.0,,,50.0,11.0,46.0,,,,,,12.0,12.0,12.0,12.0,8.0,0.0,4.0,0.15,25.0,25.0,28.0,28.0,15.0,235957.py,235957.Merger:::235957.py
Class,235958.Parser,human/235958.py,13.0,0.0,11.0,2.0,5.0,5.0,5.0,5.0,4.0,0.0,1.0,0.0,0.0,,,,,2.0,0.0,2.0,2.0,30.0,2.0,22.0,7.0,19.0,6.0,,,18.0,7.0,15.0,,,,,,7.0,7.0,7.0,7.0,6.0,0.0,2.0,0.27,10.0,10.0,10.0,10.0,7.0,235958.py,235958.Parser:::235958.py
Class,235959.Source,human/235959.py,9.0,0.0,8.0,1.0,4.0,4.0,4.0,4.0,1.0,0.0,2.0,0.0,0.0,,,,,2.0,0.0,2.0,2.0,23.0,2.0,17.0,12.0,14.0,4.0,,,17.0,12.0,14.0,,,,,,5.0,5.0,5.0,5.0,1.0,0.0,4.0,0.24,8.0,8.0,8.0,8.0,2.0,235959.py,235959.Source:::235959.py
Class,235960.Template,human/235960.py,24.0,0.0,22.0,2.0,8.0,8.0,9.0,9.0,3.0,0.0,1.0,0.0,0.0,,,,,2.0,3.0,2.0,2.0,53.0,2.0,45.0,15.0,42.0,6.0,,,42.0,14.0,39.0,,,,,,15.0,15.0,16.0,16.0,4.0,0.0,6.0,0.13,16.0,16.0,17.0,17.0,5.0,235960.py,235960.Template:::235960.py
Class,235962.SingularityMessage,human/235962.py,6.0,0.0,5.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,7.0,0.0,0.0,,,,,25.0,6.0,25.0,25.0,185.0,25.0,126.0,43.0,100.0,34.0,,,122.0,43.0,96.0,,,,,,8.0,8.0,9.0,9.0,5.0,0.0,2.0,0.27,52.0,52.0,53.0,53.0,29.0,235962.py,235962.SingularityMessage:::235962.py
Class,23599.Lock,human/23599.py,14.0,1.0,8.0,6.0,3.0,3.0,3.0,3.0,2.0,0.0,7.0,0.0,0.0,,,,,14.0,9.0,14.0,14.0,227.0,28.0,116.0,41.0,101.0,83.0,,,114.0,41.0,99.0,,,,,,10.0,10.0,11.0,11.0,5.0,0.0,2.0,0.72,42.0,42.0,47.0,47.0,24.0,23599.py,23599.Lock:::23599.py
Class,236003.SDKClientAsync,human/236003.py,2.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,3.0,1.0,3.0,3.0,13.0,3.0,8.0,5.0,4.0,2.0,,,8.0,5.0,4.0,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.25,3.0,3.0,3.0,3.0,3.0,236003.py,236003.SDKClientAsync:::236003.py
Class,23615.CredentialsListener,human/23615.py,2.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,,,,,5.0,2.0,5.0,5.0,25.0,5.0,16.0,12.0,6.0,4.0,,,12.0,8.0,6.0,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.25,5.0,5.0,5.0,5.0,5.0,23615.py,23615.CredentialsListener:::23615.py
Class,23616.RetryPolicy,human/23616.py,6.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,,,,,3.0,2.0,3.0,3.0,21.0,5.0,8.0,6.0,4.0,8.0,,,8.0,6.0,4.0,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,3.0,3.0,3.0,3.0,23616.py,23616.RetryPolicy:::23616.py
Class,23617.TokenManager,human/23617.py,11.0,0.0,11.0,1.0,3.0,3.0,3.0,3.0,3.0,0.0,5.0,0.0,0.0,,,,,12.0,6.0,12.0,12.0,148.0,12.0,128.0,43.0,115.0,8.0,,,124.0,39.0,111.0,,,,,,9.0,9.0,9.0,9.0,8.0,0.0,3.0,0.06,37.0,37.0,37.0,37.0,30.0,23617.py,23617.TokenManager:::23617.py
Class,23618.TokenManagerConfig,human/23618.py,8.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,,,,,5.0,4.0,5.0,5.0,47.0,9.0,14.0,10.0,8.0,24.0,,,14.0,10.0,8.0,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.71,5.0,5.0,5.0,5.0,5.0,23618.py,23618.TokenManagerConfig:::23618.py
Class,236180.Control,human/236180.py,12.0,0.0,12.0,0.0,3.0,3.0,3.0,3.0,2.0,0.0,8.0,0.0,0.0,,,,,4.0,4.0,4.0,4.0,117.0,19.0,47.0,20.0,40.0,51.0,,,41.0,19.0,35.0,,,,,,5.0,5.0,5.0,5.0,3.0,0.0,1.0,1.09,15.0,15.0,15.0,15.0,9.0,236180.py,236180.Control:::236180.py
Class,236187.Sentinel,human/236187.py,2.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,2.0,1.0,2.0,2.0,8.0,2.0,6.0,5.0,3.0,0.0,,,6.0,5.0,3.0,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,236187.py,236187.Sentinel:::236187.py
Class,236188.Clinical_UPDRS,human/236188.py,21.0,1.0,15.0,5.0,5.0,5.0,5.0,5.0,1.0,0.0,2.0,0.0,0.0,,,,,5.0,4.0,5.0,5.0,135.0,16.0,75.0,32.0,69.0,44.0,,,70.0,28.0,64.0,,,,,,8.0,8.0,8.0,8.0,3.0,0.0,3.0,0.59,25.0,25.0,25.0,25.0,7.0,236188.py,236188.Clinical_UPDRS:::236188.py
Class,236189.FingerTappingProcessor,human/236189.py,20.0,2.0,12.0,7.0,3.0,3.0,3.0,3.0,1.0,0.0,3.0,0.0,0.0,,,,,11.0,1.0,11.0,11.0,246.0,34.0,128.0,52.0,116.0,84.0,,,114.0,50.0,102.0,,,,,,5.0,5.0,5.0,5.0,3.0,0.0,2.0,0.66,33.0,33.0,33.0,33.0,13.0,236189.py,236189.FingerTappingProcessor:::236189.py
Class,236195.ReactionProcessor,human/236195.py,32.0,1.0,24.0,6.0,6.0,6.0,9.0,9.0,1.0,0.0,2.0,0.0,0.0,,,,,3.0,1.0,3.0,3.0,113.0,11.0,74.0,24.0,70.0,28.0,,,67.0,22.0,63.0,,,,,,12.0,12.0,22.0,22.0,1.0,0.0,3.0,0.38,18.0,18.0,28.0,28.0,3.0,236195.py,236195.ReactionProcessor:::236195.py
Class,236200.VoiceProcessor,human/236200.py,25.0,1.0,21.0,4.0,4.0,4.0,4.0,4.0,2.0,0.0,4.0,0.0,0.0,,,,,2.0,1.0,2.0,2.0,59.0,5.0,42.0,28.0,39.0,12.0,,,41.0,26.0,38.0,,,,,,4.0,4.0,4.0,4.0,3.0,0.0,2.0,0.29,7.0,7.0,7.0,7.0,4.0,236200.py,236200.VoiceProcessor:::236200.py
Class,236202.BitmapFont,human/236202.py,6.0,0.0,5.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,4.0,0.0,0.0,,,,,6.0,4.0,6.0,6.0,47.0,6.0,33.0,13.0,26.0,8.0,,,33.0,13.0,26.0,,,,,,5.0,5.0,5.0,5.0,4.0,0.0,3.0,0.24,13.0,13.0,13.0,13.0,11.0,236202.py,236202.BitmapFont:::236202.py
Class,236205.GS2HMSBFormat,human/236205.py,7.0,0.0,6.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,,,,,0.0,0.0,5.0,5.0,45.0,5.0,34.0,25.0,23.0,6.0,,,28.0,19.0,22.0,,,,,,4.0,4.0,5.0,5.0,1.0,0.0,3.0,0.18,11.0,11.0,12.0,12.0,5.0,236205.py,236205.GS2HMSBFormat:::236205.py
Class,236206.MHMSBFormat,human/236206.py,7.0,0.0,5.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,,,,,0.0,0.0,4.0,4.0,36.0,4.0,26.0,19.0,17.0,6.0,,,21.0,15.0,16.0,,,,,,3.0,3.0,3.0,3.0,1.0,0.0,2.0,0.23,8.0,8.0,8.0,8.0,4.0,236206.py,236206.MHMSBFormat:::236206.py
Class,236207.MVLSBFormat,human/236207.py,7.0,0.0,6.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,,,,,0.0,0.0,4.0,4.0,38.0,4.0,28.0,18.0,19.0,6.0,,,23.0,14.0,18.0,,,,,,3.0,3.0,3.0,3.0,1.0,0.0,2.0,0.21,8.0,8.0,8.0,8.0,4.0,236207.py,236207.MVLSBFormat:::236207.py
Class,236209.RGB888Format,human/236209.py,6.0,0.0,5.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,0.0,0.0,,,,,0.0,0.0,4.0,4.0,34.0,4.0,24.0,17.0,15.0,6.0,,,19.0,13.0,14.0,,,,,,3.0,3.0,3.0,3.0,1.0,0.0,2.0,0.25,8.0,8.0,8.0,8.0,4.0,236209.py,236209.RGB888Format:::236209.py
Class,236218.HardwareReservation,human/236218.py,9.0,0.0,9.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,0.0,0.0,,,,,4.0,18.0,4.0,4.0,40.0,4.0,36.0,25.0,31.0,0.0,,,36.0,25.0,31.0,,,,,,3.0,3.0,3.0,3.0,1.0,0.0,1.0,0.0,6.0,6.0,6.0,6.0,4.0,236218.py,236218.HardwareReservation:::236218.py
Class,236229.Vlan,human/236229.py,5.0,0.0,5.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,,,,,8.0,12.0,8.0,8.0,46.0,8.0,37.0,26.0,28.0,1.0,,,37.0,26.0,28.0,,,,,,5.0,5.0,5.0,5.0,1.0,0.0,1.0,0.03,12.0,12.0,12.0,12.0,8.0,236229.py,236229.Vlan:::236229.py
